startup_name,sector,city,investors,stage,amount_usd,description
Greenjoules,Renewable Energy,Pune,Blue Ashva Capital,Series A,4500000.0,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.
Mentorkart,Consulting,Delhi,"Amit Singal, Manish Aggarwal",Seed,150000.0,MentorKart™ helps to fulfil dreams and take that big step towards success.
Leverage Edu,Edtech,Delhi,"Trifecta Capital Advisors, Blume Ventures",Debt,2000000.0,AI-enabled marketplace designed to help students with their higher education and career growth plans
Kale Logistics,Logistics,Thane,Inflexor Ventures,Series A,5000000.0,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.
Pee Safe,Healthcare,Gurugram,"Shaival Desai, Alkemi Venture Partners",Pre-Series B,3000000.0,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.
Simplicontract,Software,Bengaluru,Kalaari Capital,Seed,1800000.0,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management."
Dropshop,Logistics,Bengaluru,Inflection Point Ventures,Pre-Series A,1000000.0,Building technology to make distribution efficient and cheaper for large and small FMCG companies
Jumbotail,E-Commerce,Bengaluru,Alteria Capital,Debt,4000000.0,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.
Convosight,Saas Startup,Delhi,Qualgro,Series A,9000000.0,A mission - to help community builders become community entrepreneurs.
Junio,Fintech,Delhi,"Amit Lakhotia, Pravin Jadhav",Seed,600000.0,Junio is a kids-focused digital pocket money-smart card.
Flexmoney,Fintech,Mumbai,Pravega Ventures,Series A,4800000.0,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance"
Fampay,Fintech,Bengaluru,"Greenoaks Capital, Elevation Capital",Series A,38000000.0,India's first numberless card and UPI without a bank account
Apna,Human Resources,Bengaluru,"Sequoia Capital India, Rocketship.Vc",Series B,70000000.0,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level
Browserstack,Saas Startup,Mumbai,Accel,Series B,200000000.0,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.
Vital,Insuretech,Delhi,Blinc Invest,Pre-Series A,3000000.0,"An affordable, digital health plan built around to cover both big and small expenses"
Imagimake,Innovation Management,Mumbai,"Roha Investment Managers, Angel Investor Saumil Shah",Pre-Series A,500000.0,An innovative play system to help children create their imagination
Msmex,Edtech,Andheri,"Tnf Ventures, Razorpay",Pre-Series A,1000000.0,MSMEx connects micro and small Business Owners with curated Business Experts over live video.
Renewbuy,Insuretech,Gurugram,"Lok Capital, Iifl Asset Management",Series C,45000000.0,Simplest way to renew car insurance. Get quote and insure car in couple of minutes
Kutumb,Community Platform,Bengaluru,"Tiger Global Management, Dst Global",Series A,26000000.0,Kutumb is a social community enabler.
Superplum,Agritech,Noida,Marquee Investors,Pre-Series A,3800000.0,Building India's most sophisticated platform for high quality fresh food
Upside Ai,Fintech,Mumbai,Endiya Partners,Seed,1200000.0,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.
Skillmatics,Edtech,Mumbai,Sequoia Capital India,Series A,6000000.0,Skillmatics develops learning games for pre-school and primary school kids aged under 10
Bimaplan,Insuretech,Bengaluru,"Roshan Abbas, Ritesh Malik",Pre-Series A,2500000.0,Affordable insurance for the next billion Indians
Bueno Finance,Fintech,Gurugram,"Goat Capital, Jam Fund",Seed,3000000.0,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers."
Citymall,E-Commerce,Gurugram,"General Catalyst, Jungle Ventures",Series B,22000000.0,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.
Coffeemug.Ai,Networking,Delhi,"Paradigm Shift Capital, Angellist India",Pre-Seed,620000.0,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship."
Kazam,Ev Startup,Bengaluru,Inflection Point Ventures,Seed,900000.0,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops"
Bimape,Fintech,Mumbai,"Iseed, Titan Capital",Pre-Seed,500000.0,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo'
Synapsica,Healthcare,Delhi,"Ivycap Ventures, Endiya Partners",Series A,4000000.0,Artificial Intelligence tools to make quality diagnostic assessment available for all.
Gomechanic,Automotive,Gurugram,"Tiger Global, Sequoia",Series C,42000000.0,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone."
Classplus,Edtech,Noida,Tiger Global,Series C,65000000.0,Classplus was born out of an urge to redefine classroom engagement in this country.
Windo,E-Commerce,Hyderabad,Unicorn India Ventures,Seed,500000.0,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.
Gobolt,Logistics,Gurugram,"Paragon Partners, Aavishkaar Capital",Series B,20000000.0,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology."
Loco,Gaming,Bengaluru,"Krafton, Lumikai",Seed,9000000.0,Loco is India's leading live game streaming app.
Auric,Healthcare,Delhi,Venture Catalysts,Pre-Series A,2000000.0,Contemporary Beauty & Wellness Brand Based on Ayurveda
Airblack,It Startup,Gurugram,"Edge Ventures, Elevation Capital",Series A,5200000.0,Airblack is on a mission to help people convert their passion to a livelihood.
Nestroots,Fashion,Gurugram,We Founder Circle,Seed,100000.0,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots."
Tablt,Healthcare,Kolkata,Siti Cable,Seies A,3000000.0,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.
Hesa,It Startup,Hyderabad,"Venture Catalysts, 9Unicorns",Seed,2000000.0,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.
Treebo Hotels,Hospitality,Bengaluru,Accor,Series D,16000000.0,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.
Supertails,Pet Care,Bengaluru,"Saama Capital, Dsg Consumer Partners",Pre-Series A,2600000.0,Supertails is building a digital pet care platform which offers expert led healthcare services and products.
Skillovilla,Edtech,Bengaluru,Titan Capital,Seed,300000.0,Mission to support young graduates in enhancing their learnings and transform them into big earnings.
Cancer Clinics,Healthcare,Telugana,Axilor,Pre-Series A,1500000.0,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need."
Velocity,Fintech,Bengaluru,Valar Ventures,Seed,1300000.0,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.
Happy Jars,Food & Beverages,Delhi,Inflection Point Ventures,Seed,400000.0,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives."
Extraaedge,Martech,Pune,"9Unicorns Accelerator Fund, Indian Angel Network",Pre-Series A,1000000.0,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments
Zotalabs,Tech Startup,Pune,Alfa Ventures,Seed,1250000.0,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.
Voiro,Advertisement,Bengaluru,1Crowd,Pre-Series A,1800000.0,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.
Rupifi,Fintech,Bengaluru,Quona Capital,Pre-Series A,4100000.0,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.
Moneyboxx,Fintech,Mumbai,"Ashv Finance, Blacksoil Capital",Debt,3000000.0,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.
Citymall,E-Commerce,Gurugram,"Waterbridge Ventures, Saif Partners",Series A,11000000.0,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.
Janani,Heathcare,Bengaluru,"Sweta Rau, 9Unicorns Accelerator Fund",Seed,1000000.0,Janani.ai is a fertility care provider.
Reshamandi,Agritech,Bengaluru,"Omnivore, Strive Ventures",Seed,1700000.0,India's 1st award winning technology led digital ecosystem for Silk
Dotpe,Fintech,Gurugram,"Payu, Google",Series A,27000000.0,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.
Byju'S,Edtech,Bengaluru,"Blackrock, Owl Ventures",Series F,460000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.
Healthplix,Healthcare,Bengaluru,"Jsw Ventures, Kalaari Capital",Series B,13500000.0,HealthPlix is a healthtech startup
Masai School,Edtech,Bengaluru,"Unitus Ventures, Omidyar Network India",Series A,5000000.0,Masai School is a job-oriented software training services.
Stelis Biopharma,Biotechnology,Bengaluru,"Routeone, Mankekar Family Office",Series B,195000000.0,Stelis Biopharma is a vertically integrated biopharmaceutical company.
Neodove,Ai Startup,Jaipur,India Quotient,Seed,15000000.0,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution."
True Balance,Fintech,Gurugram,"Bon Angels Venture Partners, Daesung Private Equity",Debt,10000000.0,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.
Flobiz,Tech Startup,Bengaluru,Elevation Capital,Series A,10000000.0,India’s first neobusiness platform
Jeevam Health,Health Care,Delhi,Y Combinator,Pre-Seed,1500000.0,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.
Oziva,Heathcare,Mumbai,"F-Prime Capital, Eight Roads Ventures India",Series B,12000000.0,OZiva is a plant-based Clean Nutrition Brand.
Blive,Tourism,Panaji,"Mumbai Angels, Dna Entertainment Networks",Pre-Series A,1000000.0,B: Live is an electric vehicle tourism startup.
Euler Motors,Automotive,Delhi,"Adb Ventures, Jetty Ventures",Series A,2600000.0,Electric Light Commercial Vehicle
Pixxel,Spacetech,Bengaluru,"Techstars, Ryan Johnson",Seed,7300000.0,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.
Prescinto,Solar,Gujarat,"Venture Catalysts, 9Unicorns Accelerator Fund",Seed,3500000.0,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.
Myglamm,Beauty Products,Mumbai,Bessemer Venture Partners,Series C,20000000.0,MyGlamm is a direct-to-consumer brand of award winning European beauty products.
Chirrup,Gaming,Bengaluru,"Titan Capital, Iseed, First Cheque, 3.0 Fund.",Pre-Seed,300000.0,Video integrated social-gaming platform
Juicy Chemistry,Healthcare,Coimbatore,Akya Ventures,Series A,6300000.0,Juicy Chemistry operates as an eponymous consumer brand.
Indifi,Fintech,Gurugram,"Elevar Equity, Accel India",Debt,5000000.0,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.
Bimaplan,Fintech,Mumbai,"Titan Capital, Y Combinator",Seed,500000.0,Affordable insurance for the next billion Indians
Yap,Fintech,Chennai,"Jitendra Gupta, Better Capital",Series B,10000000.0,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP
Leap Finance,Fintech,Bengaluru,Jungle Ventures,Series B,17000000.0,Leap Finance is a fintech startup for Indian students pursuing international higher education
4Basecare,Healthtech,Bengaluru,"Mount Judi Ventures, Growx Ventures, Season Two Ventures",Pre-Series A,2000000.0,4baseCare develops a unified and patient-centric ecosystem to fight cancer.
Ezstays,Edtech,Delhi,Richard Rekhy,Seed,400000.0,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices."
Stylework,Co-Working,Gurugram,Inflection Point Ventures,Pre-Series A,500000.0,Stylework is an unconventional co-working space aggregator that is going to change the way people work.
Riskcovry,Insuretech,Bengaluru,"Better Capital, Bharat Inclusion Seed Fund",Series A,5000000.0,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs."
Quizizz,Edtech,Bengaluru,"Eight Roads Ventures India, Nexus Venture Partners",Series A,12500000.0,Quizizz is a Education based startup
